"occupation_id","evidence_id","employer_name","job_title","source_url","source_kind","task_statement","task_family_id","task_type","importance","frequency","review_status","source_confidence","notes"
"occ_13_2051_00","jd_fa_04","Figma","Strategic Finance","https://boards.greenhouse.io/figma/jobs/5792631004","public_job_posting","Improve planning, close, and reporting processes through automation, stronger models, and more decision-useful dashboards.","cluster_workflow_admin","Core","0.76","0.52","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=fa_01|fa_03|fa_04"
"occ_15_2031_00","jd_or_01","Instacart","Sr. Decision Scientist, Platform Excellence Ops Analytics","https://boards.greenhouse.io/instacart/jobs/7597008","public_job_posting","Build advanced analytical, forecasting, or optimization models that improve operational quality, efficiency, or business performance.","cluster_analysis","Core","0.84","0.60","reviewed_for_gap_fill","0.82","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=or_01|or_02|or_03"
"occ_15_2031_00","jd_or_02","Instacart","Product Analytics (Strategy and Analytics) – Category Growth & Shopping Marketplace, Core Experience","https://boards.greenhouse.io/instacart/jobs/7562857","public_job_posting","Define north-star metrics, guardrails, and measurement plans for product or operational changes and prioritize high-impact analyses.","cluster_qa_review","Core","0.82","0.56","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=or_01|or_02|or_04"
"occ_15_2031_00","jd_or_03","Affirm","Analyst II, Quantitative Modeling & Forecasting","https://boards.greenhouse.io/affirm/jobs/7631911003","public_job_posting","Partner with stakeholders to frame planning problems, interpret model outputs, and turn them into operational or financial decisions.","cluster_decision_support","Core","0.80","0.54","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=or_01|or_03|or_04"
"occ_15_2031_00","jd_or_04","Samsara","Sales Operations Analyst","https://boards.greenhouse.io/samsara/jobs/7584414","public_job_posting","Develop scalable data pipelines, diagnostics, and automated reporting that keep analytical systems usable in live decision workflows.","cluster_oversight_strategy","Core","0.78","0.50","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=or_02|or_03|or_04"
"occ_15_1254_00","jd_wd_01","NewsBreak","Software Engineer, Web","https://boards.greenhouse.io/newsbreak/jobs/4639827006","public_job_posting","Build responsive web pages, components, and interactive experiences across flagship sites and in-app web surfaces.","cluster_drafting","Core","0.82","0.62","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=wd_01|wd_02|wd_03"
"occ_15_1254_00","jd_wd_02","Discord","Senior Software Engineer - Web Platform","https://boards.greenhouse.io/discord/jobs/8399456002","public_job_posting","Improve web performance, reliability, accessibility, and development workflows through platform, tooling, and infrastructure work.","cluster_qa_review","Core","0.82","0.56","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=wd_01|wd_02|wd_04"
"occ_15_1254_00","jd_wd_03","Figma","Manager, Web Development","https://boards.greenhouse.io/figma/jobs/5802947004","public_job_posting","Maintain web platform architecture, CMS or deployment systems, and cross-site standards for secure, scalable web delivery.","cluster_oversight_strategy","Core","0.80","0.52","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=wd_02|wd_03|wd_04"
"occ_15_1254_00","jd_wd_04","Brex","Software Engineer II, Frontend","https://boards.greenhouse.io/brex/jobs/8310523002","public_job_posting","Work with product, design, and data partners to scope releases and ship high-quality web experiences that meet business goals.","cluster_coordination","Core","0.78","0.58","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=wd_01|wd_03|wd_04"
"occ_27_1024_00","jd_gd_01","Superside","Brand Designer","https://jobs.lever.co/superside/848804a3-30a4-4d8e-b874-2d4876ffd2d6","public_job_posting","Create brand and campaign visuals that communicate clearly across digital, advertising, and other high-visibility channels.","cluster_drafting","Core","0.82","0.60","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=gd_01|gd_02|gd_03"
"occ_27_1024_00","jd_gd_02","Brex","Senior Brand Designer","https://boards.greenhouse.io/brex/jobs/8393510002","public_job_posting","Develop scalable visual systems, templates, and brand guidelines that keep creative output consistent across formats and teams.","cluster_oversight_strategy","Core","0.80","0.54","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=gd_01|gd_02|gd_04"
"occ_27_1024_00","jd_gd_03","Discord","Senior Product Creative Illustrator","https://boards.greenhouse.io/discord/jobs/8404566002","public_job_posting","Design illustrations, iconography, and product graphics that clarify features and adapt coherently across platforms.","cluster_documentation","Core","0.78","0.52","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=gd_01|gd_03|gd_04"
"occ_27_1024_00","jd_gd_04","Samsara","Communications Designer","https://boards.greenhouse.io/samsara/jobs/7550382","public_job_posting","Partner with marketing, product, and leadership teams to shape visual narratives, presentations, and final creative deliverables.","cluster_coordination","Core","0.78","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=gd_02|gd_03|gd_04"
"occ_27_3043_00","jd_wa_01","Superside","Conceptual Copywriter","https://jobs.lever.co/superside/6bd888e0-f3fb-4b1a-ab11-f236459caa00","public_job_posting","Write audience-specific copy, campaign messaging, and narrative concepts across digital, email, landing-page, and social formats.","cluster_drafting","Core","0.82","0.60","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=wa_01|wa_02|wa_03"
"occ_27_3043_00","jd_wa_02","Riot Games","Principal UX Writer - Riftbound","https://boards.greenhouse.io/riotgames/jobs/7522039","public_job_posting","Translate complex mechanics or product concepts into clear tutorials, UI text, terminology, and explanatory content for end users.","cluster_research_synthesis","Core","0.80","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=wa_01|wa_02|wa_04"
"occ_27_3043_00","jd_wa_03","Figma","Web Content Strategist","https://boards.greenhouse.io/figma/jobs/5736009004","public_job_posting","Define information architecture, user journeys, voice standards, and content strategy that connect writing to business goals.","cluster_oversight_strategy","Core","0.80","0.52","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=wa_01|wa_03|wa_04"
"occ_27_3043_00","jd_wa_04","Instacart","Staff Content Designer - Model Design","https://boards.greenhouse.io/instacart/jobs/7571335","public_job_posting","Coordinate revisions, cross-functional review, and publishing pipelines so written content remains clear, consistent, and release-ready.","cluster_coordination","Core","0.78","0.54","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=wa_02|wa_03|wa_04"
"occ_41_3011_00","jd_as_01","Brex","Enterprise Account Executive","https://boards.greenhouse.io/brex/jobs/7814866002","public_job_posting","Build and manage pipeline through outbound prospecting, discovery, and multi-stakeholder qualification for large accounts.","cluster_client_interaction","Core","0.82","0.62","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=as_01|as_02|as_03"
"occ_41_3011_00","jd_as_02","Figma","Account Executive, Enterprise","https://boards.greenhouse.io/figma/jobs/5426468004","public_job_posting","Create strategic account plans, proposals, and value narratives that match client objectives to the product offering.","cluster_decision_support","Core","0.80","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=as_01|as_02|as_04"
"occ_41_3011_00","jd_as_03","Discord","Account Executive - Tech & Telco","https://boards.greenhouse.io/discord/jobs/8433948002","public_job_posting","Coordinate product, marketing, and internal sales partners to shape pitches, proposals, and new advertising partnerships.","cluster_coordination","Core","0.80","0.54","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=as_02|as_03|as_04"
"occ_41_3011_00","jd_as_04","Samsara","Core Enterprise Account Executive EST/CST - Remote","https://boards.greenhouse.io/samsara/jobs/5979842","public_job_posting","Manage strategic account relationships through trials, negotiations, renewals, and expansion opportunities over time.","cluster_relationship_management","Core","0.78","0.58","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fourth_tranche_2026_03|source_refs=as_01|as_03|as_04"
"occ_13_1041_00","jd_co_01","Anduril","Compliance Program Manager","https://boards.greenhouse.io/andurilindustries/jobs/5050610007","public_job_posting","Translate regulations, contract obligations, and control expectations into concrete policies, training, and operating requirements for business teams.","cluster_oversight_strategy","Core","0.82","0.54","reviewed_for_gap_fill","0.82","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=co_01|co_02|co_04"
"occ_13_1041_00","jd_co_02","Toast","Compliance Manager, Consumer Protection & AI","https://boards.greenhouse.io/toast/jobs/7568218","public_job_posting","Manage complaints, audits, examinations, and issue-remediation workflows so compliance gaps are investigated, tracked, and closed.","cluster_qa_review","Core","0.80","0.56","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=co_01|co_02|co_03"
"occ_13_1041_00","jd_co_03","Optiver","Macro Markets Compliance Officer","https://boards.greenhouse.io/optiverus/jobs/8396461002","public_job_posting","Advise product, trading, or operating teams on new activities, conduct risk, and regulatory constraints before decisions are executed.","cluster_decision_support","Core","0.82","0.50","reviewed_for_gap_fill","0.82","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=co_01|co_03|co_04"
"occ_13_1041_00","jd_co_04","Instacart","Program Manager, Compliance Program","https://boards.greenhouse.io/instacart/jobs/7555674","public_job_posting","Monitor regulatory changes, program status, and escalation themes and report compliance risk to leadership through structured governance rhythms.","cluster_coordination","Core","0.78","0.48","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=co_02|co_03|co_04"
"occ_13_1081_00","jd_log_01","Anduril","Logistics Program Manager","https://boards.greenhouse.io/andurilindustries/jobs/5014328007","public_job_posting","Coordinate forward logistics, deployments, sustainment, and reverse-logistics workflows across field teams, vendors, and internal operators.","cluster_coordination","Core","0.82","0.62","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=log_01|log_02|log_04"
"occ_13_1081_00","jd_log_02","Revance","Buyer/Planner","https://boards.greenhouse.io/revance/jobs/8436575002","public_job_posting","Manage inventory, MRP, purchase orders, and supplier commitments so materials arrive when needed and supply continuity is preserved.","cluster_oversight_strategy","Core","0.82","0.58","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=log_01|log_03|log_04"
"occ_13_1081_00","jd_log_03","Revance","Sr. Logistics Analyst","https://boards.greenhouse.io/revance/jobs/8391173002","public_job_posting","Analyze transportation cost, service, and KPI data to identify bottlenecks, forecast needs, and improve logistics performance.","cluster_analysis","Core","0.80","0.54","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=log_01|log_02|log_03"
"occ_13_1081_00","jd_log_04","Waymo","Strategic Sourcing Manager, Electronic Components","https://boards.greenhouse.io/waymo/jobs/7435582","public_job_posting","Develop sourcing, negotiation, and supply-risk strategies with engineering and operations partners for critical components and suppliers.","cluster_decision_support","Core","0.80","0.50","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=log_02|log_03|log_04"
"occ_17_2072_00","jd_ee_01","Anduril","Electrical Engineer","https://boards.greenhouse.io/andurilindustries/jobs/5036342007","public_job_posting","Own electrical-system design from requirements through schematic, PCB, bring-up, and integration for deployed hardware.","cluster_drafting","Core","0.82","0.60","reviewed_for_gap_fill","0.82","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=ee_01|ee_02|ee_03"
"occ_17_2072_00","jd_ee_02","Anduril","Electrical Engineer, Avionics Design","https://boards.greenhouse.io/andurilindustries/jobs/5059872007","public_job_posting","Make architecture and component decisions for power, avionics, interfaces, and embedded electronics under system constraints.","cluster_decision_support","Core","0.82","0.54","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=ee_01|ee_02|ee_03"
"occ_17_2072_00","jd_ee_03","Aurora","Senior Electrical Engineer","https://boards.greenhouse.io/aurorainnovation/jobs/8232117002","public_job_posting","Validate, debug, and characterize electronic systems through lab testing, design verification, and manufacturing or field feedback loops.","cluster_qa_review","Core","0.80","0.56","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=ee_01|ee_03|ee_04"
"occ_17_2072_00","jd_ee_04","Anduril","Electrical Engineer III, Manufacturing Test","https://boards.greenhouse.io/andurilindustries/jobs/4988611007","public_job_posting","Build test automation, fixtures, and data-collection systems that let hardware move reliably from engineering into scaled production.","cluster_coordination","Core","0.80","0.52","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=ee_02|ee_03|ee_04"
"occ_17_2141_00","jd_me_01","Waymo","Mechanical Engineer, Vehicle Engineering","https://boards.greenhouse.io/waymo/jobs/7409556","public_job_posting","Own mechanical subsystems, structures, enclosures, or trim packages and integrate them into larger vehicle or hardware platforms.","cluster_drafting","Core","0.82","0.58","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=me_01|me_03|me_04"
"occ_17_2141_00","jd_me_02","Anduril","Electro-Mechanical Engineer, R&D","https://boards.greenhouse.io/andurilindustries/jobs/4924593007","public_job_posting","Run trade studies, concept evaluation, and DFM or vendor collaboration to choose viable mechanical paths under cost and performance constraints.","cluster_decision_support","Core","0.80","0.52","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=me_01|me_02|me_04"
"occ_17_2141_00","jd_me_03","Anduril","Electro-Mechanical Engineer, PCBs/Motor Controls","https://boards.greenhouse.io/andurilindustries/jobs/4833637007","public_job_posting","Build prototypes, run tests, analyze failures, and iterate designs until mechanical systems are production-ready.","cluster_qa_review","Core","0.80","0.56","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=me_02|me_03|me_04"
"occ_17_2141_00","jd_me_04","Anduril","Mechanical Engineer, Drones","https://boards.greenhouse.io/andurilindustries/jobs/5010190007","public_job_posting","Translate system requirements from electrical, software, manufacturing, and mission stakeholders into workable mechanical integration plans.","cluster_coordination","Core","0.78","0.50","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=me_01|me_03|me_04"
"occ_27_3023_00","jd_jr_01","CloudWalk","Journalist / AI Trainer","https://jobs.lever.co/cloudwalk/5e5304cb-b199-4789-92d9-7e85afa82522","public_job_posting","Report, investigate, and develop story angles by gathering facts, sources, context, and timely developments from complex events.","cluster_research_synthesis","Core","0.82","0.60","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=jr_01|jr_03|jr_04"
"occ_27_3023_00","jd_jr_02","Jobgether","AI Writer and Journalist","https://jobs.lever.co/jobgether/040f7d3a-16c0-4907-bbda-cc54e8069871","public_job_posting","Verify facts and turn dense or technical material into clear public-facing narratives, explainers, and updates.","cluster_drafting","Core","0.82","0.58","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=jr_01|jr_02|jr_04"
"occ_27_3023_00","jd_jr_03","The Athletic","Live Reporter, NFL","https://jobs.lever.co/theathletic/4c374b4a-5581-4b98-aa50-8d6f0d28b1c6","public_job_posting","Manage rapid editorial cycles under deadlines by updating stories, filing live observations, and prioritizing audience-relevant developments.","cluster_coordination","Core","0.80","0.62","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=jr_02|jr_03|jr_04"
"occ_27_3023_00","jd_jr_04","The Free Press","Senior Investigative Reporter","https://jobs.lever.co/thefp/84d2e90a-b241-4d6e-974e-a77a576989ee","public_job_posting","Coordinate with editors, producers, and audience teams on publication strategy, framing, and package timing for major stories.","cluster_oversight_strategy","Core","0.78","0.50","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=jr_01|jr_03|jr_04"
"occ_27_3031_00","jd_pr_01","Attentive","Senior Communications Manager","https://jobs.lever.co/attentive/bb33dc7e-6da4-4adc-af97-8bc1f8644fec","public_job_posting","Develop company messaging, media strategy, and external narratives that align launches, leadership communications, and brand priorities.","cluster_drafting","Core","0.82","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=pr_01|pr_02|pr_04"
"occ_27_3031_00","jd_pr_02","Inkitt","Public Relations Manager","https://jobs.lever.co/inkitt/681e30d0-b3c8-42ba-9b28-be4e8fad2dcd","public_job_posting","Manage press inquiries, launch communications, and spokesperson coordination across journalists, partners, and internal leaders.","cluster_client_interaction","Core","0.82","0.60","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=pr_01|pr_02|pr_03"
"occ_27_3031_00","jd_pr_03","AHEAD","Public Relations Manager","https://jobs.lever.co/thinkahead/b7e643e4-d7d5-4b20-94d1-4d49e53759d4","public_job_posting","Monitor media issues, reputation risks, and campaign outcomes and prepare response plans when public narratives shift.","cluster_qa_review","Core","0.80","0.52","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=pr_02|pr_03|pr_04"
"occ_27_3031_00","jd_pr_04","VeSync","Senior Public Relations Manager","https://jobs.lever.co/vesync/17ebce14-8878-45c3-9a5b-2c11fd35a664","public_job_posting","Coordinate with product, legal, executive, and marketing teams to deliver campaigns, launches, and external response plans coherently.","cluster_coordination","Core","0.78","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=pr_01|pr_03|pr_04"
"occ_27_3041_00","jd_ed_01","Future of Life","Editor","https://jobs.lever.co/futureof-life/c7e0c1ee-5aaa-473e-9d18-ba316b6f9d81","public_job_posting","Source, commission, and shape contributed pieces or story packages so strong ideas become publishable editorial products.","cluster_coordination","Core","0.80","0.54","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=ed_01|ed_02|ed_03"
"occ_27_3041_00","jd_ed_02","The Free Press","Senior Editor","https://api.lever.co/v0/postings/thefp/8841a5dd-f92f-4b50-bb4c-e7d1c91d6aa4?mode=json","public_job_posting","Provide structural, line, and copy edits that improve clarity, argument, tone, and factual rigor while maintaining editorial standards.","cluster_qa_review","Core","0.82","0.58","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=ed_01|ed_02|ed_04"
"occ_27_3041_00","jd_ed_03","AFAR","Senior Editor, Editorial","https://jobs.lever.co/AfarMedia/19c9e3ab-8aff-48d2-8588-4c18b373fc16","public_job_posting","Manage editorial calendars, assignment flow, and package prioritization across multiple stories, contributors, and deadlines.","cluster_oversight_strategy","Core","0.80","0.52","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=ed_01|ed_03|ed_04"
"occ_27_3041_00","jd_ed_04","Jobgether","Managing Editor, Learning Solutions","https://jobs.lever.co/jobgether/68e1cac9-bd63-43c4-a2db-a1a04e4c7954","public_job_posting","Collaborate with design, audience, production, and leadership partners to package content for publication impact and quality control.","cluster_decision_support","Core","0.78","0.50","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=ed_02|ed_03|ed_04"
"occ_43_9111_00","jd_st_01","Instacart","Data Analyst, Legal Compliance","https://boards.greenhouse.io/instacart/jobs/7536747","public_job_posting","Collect, clean, organize, and maintain datasets and recurring reporting pipelines that support operational or compliance visibility.","cluster_documentation","Core","0.82","0.64","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=st_01|st_02|st_03"
"occ_43_9111_00","jd_st_02","Aurora","Safety Data Analyst","https://boards.greenhouse.io/aurorainnovation/jobs/8296980002","public_job_posting","Build dashboards, KPI reports, and recurring summaries that surface trends and performance signals for operational teams.","cluster_analysis","Core","0.82","0.62","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=st_01|st_02|st_04"
"occ_43_9111_00","jd_st_03","Samsara","Senior Customer Success Quality Analyst","https://boards.greenhouse.io/samsara/jobs/7373807","public_job_posting","Support workflow tooling, quality checks, and monitoring systems that keep data-driven processes accurate and usable.","cluster_qa_review","Core","0.80","0.60","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=st_01|st_03|st_04"
"occ_43_9111_00","jd_st_04","Figma","People Analyst","https://boards.greenhouse.io/figma/jobs/5737300004","public_job_posting","Partner with analysts and business stakeholders to investigate anomalies, support forecasting, and explain data patterns in decisions.","cluster_decision_support","Core","0.78","0.54","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=fifth_tranche_2026_03|source_refs=st_02|st_03|st_04"
"occ_43_3031_00","jd_bk_01","Empire State Realty Trust","Accounts Payable Specialist","https://jobs.lever.co/esrtreit/b9ee8574-ae7f-4f2f-8ddc-5fa50dde9c72","public_job_posting","Process, code, and route invoices, expense items, and other payables accurately through ERP and approval workflows.","cluster_documentation","Core","0.84","0.68","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=bk_01|bk_02|bk_03"
"occ_43_3031_00","jd_bk_02","Solar Landscape","Accounts Payable Specialist","https://jobs.lever.co/solarlandscape/09e82e2b-f8e7-4225-9591-0cfe16b56e1e","public_job_posting","Reconcile vendor accounts, statements, and ledger balances and resolve discrepancies against purchase orders and approvals.","cluster_qa_review","Core","0.82","0.62","reviewed_for_gap_fill","0.81","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=bk_01|bk_02|bk_04"
"occ_43_3031_00","jd_bk_03","Promethean","Specialist II, Accounts Payable","https://jobs.lever.co/prometheanworld/f3e69ad6-19ca-494d-bacd-388094bf75a5","public_job_posting","Prepare payment runs, employee expense audits, and month-end or close-support tasks under internal-control requirements.","cluster_coordination","Core","0.80","0.58","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=bk_02|bk_03|bk_04"
"occ_43_3031_00","jd_bk_04","Gridware","Payroll & AP Operations Specialist","https://jobs.lever.co/gridware/f05d7d94-0525-44d1-aa1e-fa105ca32cd0","public_job_posting","Coordinate with vendors, finance teams, and internal stakeholders to maintain AP records, resolve exceptions, and keep finance operations current.","cluster_coordination","Core","0.78","0.56","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=bk_01|bk_03|bk_04"
"occ_43_9061_00","jd_oc_01","August Bioservices","Office Coordinator","https://jobs.lever.co/AugustBioservices/0cd9771b-47f8-444f-9dae-a17e1226df74","public_job_posting","Manage front-desk flow, greet visitors, route calls or messages, and maintain a professional first point of contact for the office.","cluster_client_interaction","Core","0.82","0.70","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=oc_01|oc_02|oc_03"
"occ_43_9061_00","jd_oc_02","Valinor","Office Admin","https://jobs.lever.co/valinor/80aabcd7-095d-4e48-94ca-5cdae4a42e12","public_job_posting","Coordinate office vendors, facilities issues, supply requests, and day-to-day workplace operations so routine needs are handled quickly.","cluster_coordination","Core","0.80","0.66","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=oc_01|oc_02|oc_04"
"occ_43_9061_00","jd_oc_03","Coates Group","Office Coordinator","https://jobs.lever.co/coatesgroup/73e5a92b-3811-467c-8da7-94c806933ac9","public_job_posting","Support onboarding, office events, internal announcements, and other routine logistics that keep shared office workflows running.","cluster_coordination","Core","0.78","0.62","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=oc_01|oc_02|oc_03"
"occ_43_9061_00","jd_oc_04","Centuria","Administrative Assistant","https://jobs.lever.co/centuria/450e6928-3dce-4b2a-923d-14ac9ee70c90","public_job_posting","Maintain routine records, reports, time-and-attendance support, and general clerical requests across office teams.","cluster_documentation","Core","0.78","0.68","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=oc_02|oc_03|oc_04"
"occ_43_6014_00","jd_adm_01","HCVT","Administrative Assistant","https://jobs.lever.co/hcvt/37f4cd45-5594-4c7e-b46f-ea11306c3d2c","public_job_posting","Manage calendars, meetings, travel, and expense reporting for supported leaders while keeping routine administrative work moving.","cluster_coordination","Core","0.82","0.66","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=adm_01|adm_02|adm_03"
"occ_43_6014_00","jd_adm_02","Stand Together","Senior Administrative Assistant, Strategic Partnerships","https://jobs.lever.co/standtogether/8ab01976-3946-4e86-97c3-f87ff9ccf172","public_job_posting","Prepare correspondence, agendas, presentations, and meeting materials and keep confidential administrative records organized.","cluster_documentation","Core","0.80","0.60","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=adm_01|adm_02|adm_04"
"occ_43_6014_00","jd_adm_03","Lessen","Senior Administrative Assistant","https://jobs.lever.co/lessen/340d28dc-5c56-422b-ab3c-646b680f9540","public_job_posting","Track follow-ups, deadlines, and internal workflow requests across teams so managers and staff stay aligned on routine operations.","cluster_coordination","Core","0.78","0.58","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=adm_02|adm_03|adm_04"
"occ_43_6014_00","jd_adm_04","SAIT","Administrative Assistant","https://jobs.lever.co/sait/893f4b4c-749e-4235-8e9e-612a985c3a99","public_job_posting","Handle minutes, confidential records, service requests, and other recurring support tasks with discretion and procedural consistency.","cluster_qa_review","Core","0.78","0.56","reviewed_for_gap_fill","0.79","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=adm_01|adm_03|adm_04"
"occ_43_6011_00","jd_ea_01","Sonatype","Executive/Administrative Assistant","https://jobs.lever.co/sonatype/fd7f1d78-42fa-4330-98d3-e0fb6c587baf","public_job_posting","Act as a gatekeeper and scheduling partner for executives by sequencing calendars, communications, travel, and changing priorities.","cluster_relationship_management","Core","0.82","0.64","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=ea_01|ea_02|ea_03"
"occ_43_6011_00","jd_ea_02","KIND","Executive Administrative Assistant","https://jobs.lever.co/supportkind/686ff7d3-4771-4ffc-bb24-4d484370748a","public_job_posting","Prepare executive-office materials, event logistics, expense support, and follow-up systems for leadership and external stakeholders.","cluster_documentation","Core","0.80","0.60","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=ea_01|ea_02|ea_04"
"occ_43_6011_00","jd_ea_03","e.l.f. Beauty","Executive Assistant","https://jobs.lever.co/elfbeauty/3ba0b07b-a0a4-40cd-b617-3575c3444f08","public_job_posting","Coordinate board, leadership, and cross-functional interactions while handling highly sensitive information with discretion.","cluster_client_interaction","Core","0.80","0.58","reviewed_for_gap_fill","0.80","reviewed_public_job_posting|review_batch=routine_review_2026_03|source_refs=ea_01|ea_03|ea_04"
