task_name,feedback_loop,directive,task_iteration,validation,learning,filtered
build and update digital databases.,0.0,0.0,0.0,0.0,0.0,1.0
build or assemble robotic devices or systems.,0.0,0.0,0.0,0.0,0.0,1.0
"build, calibrate, maintain, troubleshoot, or repair electrical instruments or testing equipment.",0.1743119266055046,0.13761467889908258,0.1559633027522936,0.0,0.42201834862385323,0.11009174311926606
"buy or sell stocks, bonds, commodity futures, foreign currencies, or other securities on behalf of investment dealers.",0.0,0.5517241379310345,0.0,0.0,0.0,0.4482758620689655
calculate amount of debt and funds available to plan methods of payoff and to estimate time for debt liquidation.,0.08571428571428572,0.3836734693877551,0.18775510204081633,0.0,0.30612244897959184,0.036734693877551024
"calculate amounts of required materials and estimate costs, based on surface measurements or work orders.",0.0,0.0,0.0,0.0,0.0,1.0
"calculate and prepare checks for utilities, taxes, and other payments.",0.0,0.0,0.0,0.0,0.0,1.0
"calculate and quote rates for tours, stocks, insurance policies, or other products or services.",0.0,0.5534883720930233,0.11162790697674418,0.0,0.22790697674418606,0.10697674418604651
"calculate costs of materials, overhead, and other expenses, based on estimates, quotations and price lists.",0.10559006211180125,0.4968944099378882,0.17391304347826086,0.0,0.18012422360248448,0.043478260869565216
"calculate costs of orders, and charge or forward invoices to appropriate accounts.",0.0,0.68,0.0,0.0,0.0,0.32
calculate costs or savings for water- or energy-efficient appliances or systems.,0.0,0.38095238095238093,0.0,0.0,0.35714285714285715,0.2619047619047619
"calculate dimensions or tolerances, using instruments such as micrometers or vernier calipers.",0.08394160583941605,0.3357664233576642,0.1678832116788321,0.08759124087591241,0.3029197080291971,0.021897810218978103
"calculate dimensions, square footage, profile and component specifications, and material quantities using calculator or computer.",0.0,0.0,0.0,0.0,0.0,1.0
"calculate figures, such as required amounts of labor or materials, manufacturing costs, or wages, using pricing schedules, adding machines, calculators, or computers.",0.09836065573770492,0.4644808743169399,0.21311475409836064,0.0,0.17486338797814208,0.04918032786885246
calculate load estimates or equipment requirements to determine required control settings.,0.0,0.0,0.0,0.0,0.0,1.0
calculate material requirements or yields according to formulas.,0.0,0.0,0.0,0.0,0.0,1.0
"calculate orbits and determine sizes, shapes, brightness, and motions of different celestial bodies.",0.07575757575757576,0.2222222222222222,0.14646464646464646,0.0,0.47474747474747475,0.08080808080808081
calculate potential energy savings by comparing estimated energy consumption of proposed design to baseline standards.,0.0,0.0,0.0,0.0,0.5476190476190477,0.4523809523809524
"calculate potential solar resources or solar array production for a particular site considering issues such as climate, shading, and roof orientation.",0.0,0.0,0.0,0.0,0.0,1.0
"calculate premiums, refunds, commissions, adjustments, and new reserve requirements, using insurance rate standards.",0.0,0.0,0.0,0.0,0.0,1.0
calculate required capacities for equipment of proposed system to obtain specified performance and submit data to engineering personnel for approval.,0.0,0.0,0.0,0.0,0.4,0.6
"calculate revenue, sales, and expenses, using financial accounting or spreadsheet software.",0.0,0.0,0.0,0.0,0.0,1.0
"calculate test result values, using standard formulas.",0.06390977443609022,0.5300751879699248,0.11278195488721804,0.0,0.22556390977443608,0.06766917293233082
"calculate, prepare, and issue bills, invoices, account statements, and other financial statements according to established procedures.",0.0,0.0,0.0,0.0,0.0,1.0
"calculate, review, and correct errors on interest, principal, payment, and closing costs, using computers or calculators.",0.0,0.36470588235294116,0.24705882352941178,0.0,0.3058823529411765,0.08235294117647059
calibrate data collection equipment.,0.0,0.2,0.0,0.0,0.43529411764705883,0.36470588235294116
"calibrate liquid flow devices or meters, including fuel, chemical, and water meters.",0.0,0.0,0.0,0.0,0.0,1.0
"calibrate or adjust equipment to ensure quality production, using tools such as calipers, micrometers, height gauges, protractors, or ring gauges.",0.0,0.0,0.0,0.0,0.0,1.0
calibrate testing instruments and installed or repaired equipment to prescribed specifications.,0.0,0.0,0.0,0.0,0.46153846153846156,0.5384615384615384
calibrate testing instruments.,0.0,0.3013698630136986,0.1095890410958904,0.0,0.4794520547945205,0.1095890410958904
"calibrate, troubleshoot, or repair equipment and correct malfunctions as needed.",0.26666666666666666,0.0,0.0,0.0,0.45185185185185184,0.2814814814814815
"calibrate, validate, or maintain laboratory equipment.",0.0,0.0,0.0,0.0,0.46808510638297873,0.5319148936170213
"care for children or elderly persons by overseeing their activities, providing companionship, and assisting them with dressing, bathing, eating, and other needs.",0.0,0.359375,0.0,0.0,0.359375,0.28125
change dressings on wounds.,0.0,0.0,0.0,0.0,0.0,1.0
"change processes such as drying, grading, storing, or shipping to improve efficiency or profitability.",0.0,0.0,0.0,0.0,0.0,1.0
"check all layers of maps to ensure accuracy, identifying and marking errors and making corrections.",0.0,0.0,0.0,0.0,0.0,1.0
check and analyze operating system or application logfiles regularly to verify proper system performance.,0.0,0.0,0.0,0.0,0.0,1.0
"check completed work for spelling, grammar, punctuation, and format.",0.0,0.3081632653061224,0.3693877551020408,0.26326530612244897,0.030612244897959183,0.02857142857142857
"check computations of interest accrued, premiums due, and settlement surrender on loan values.",0.0,0.0,0.0,0.0,0.0,1.0
"check data input or verify totals on forms prepared by others to detect errors in arithmetic, data entry, or procedures.",0.0,0.0,0.0,0.7142857142857143,0.0,0.2857142857142857
"check electrical installation for proper wiring, polarity, grounding, or integrity of terminations.",0.0,0.0,0.0,0.0,0.47058823529411764,0.5294117647058824
check identification of customers to verify age requirements for purchase of alcohol.,0.0,0.0,0.0,0.0,0.0,1.0
check import or export documentation to determine cargo contents and use tariff coding system to classify goods according to fee or tariff group.,0.0,0.0,0.0,0.0,0.0,1.0
"check original texts or confer with authors to ensure that translations retain the content, meaning, and feeling of the original material.",0.0,0.1958041958041958,0.18181818181818182,0.23076923076923078,0.2867132867132867,0.1048951048951049
"check reference materials, such as books, news files, or public records, to obtain relevant facts.",0.0,0.0,0.0,0.0,0.6078431372549019,0.39215686274509803
check the quality of raw or cooked food products to ensure that standards are met.,0.0,0.0,0.0,0.0,0.5757575757575758,0.42424242424242425
check translations of technical terms and terminology to ensure that they are accurate and remain consistent throughout translation revisions.,0.0,0.20253164556962025,0.0,0.2911392405063291,0.34177215189873417,0.16455696202531644
"choose subject matter and suitable form to express personal feelings and experiences or ideas, or to narrate stories or events.",0.0,0.41262135922330095,0.2621359223300971,0.0,0.2766990291262136,0.04854368932038835
classify and catalog items according to content and purpose.,0.0,0.3275862068965517,0.0,0.0,0.3275862068965517,0.3448275862068966
"classify, record, and summarize numerical and financial data to compile and keep financial records, using journals and ledgers or computers.",0.0,0.3425925925925926,0.18518518518518517,0.0,0.35185185185185186,0.12037037037037036
clean and disinfect domestic basements and other areas flooded by sewer stoppages.,0.0,0.0,0.0,0.0,0.4722222222222222,0.5277777777777778
"clean, cut, and cook meat, fish, or poultry.",0.0,0.0,0.0,0.0,0.0,1.0
coach client representatives in effective communication with the public or with employees.,0.0,0.0,0.47058823529411764,0.0,0.0,0.5294117647058824
coach senior executives and managers on leadership and performance.,0.0,0.0,0.47058823529411764,0.0,0.0,0.5294117647058824
"code, classify, and catalog books, publications, films, audio-visual aids, and other library materials based on subject matter or standard library classification systems.",0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
"code, evaluate, or interpret collected study data.",0.07380073800738007,0.4317343173431734,0.18081180811808117,0.09225092250922509,0.18450184501845018,0.03690036900369004
collaborate in research studies.,0.0,0.0,0.0,0.0,0.32075471698113206,0.6792452830188679
"collaborate with a manager or agent who handles administrative details, finds work, and negotiates contracts.",0.0,0.3050847457627119,0.6271186440677966,0.0,0.0,0.06779661016949153
collaborate with artists to achieve appropriate visual style.,0.0,0.273542600896861,0.5650224215246636,0.0,0.0,0.16143497757847533
collaborate with biologists and other professionals to conduct appropriate genetic and biochemical analyses.,0.0,0.0,0.0,0.0,0.40425531914893614,0.5957446808510638
collaborate with colleagues and community agencies to address teaching and research issues.,0.0,0.0,0.0,0.0,0.0,1.0
collaborate with colleagues to address teaching and research issues.,0.0,0.14018691588785046,0.4953271028037383,0.0,0.2523364485981308,0.11214953271028037
"collaborate with colleagues to exchange information, such as selling strategies or marketing information.",0.0,0.0,0.0,0.0,0.0,1.0
collaborate with computer manufacturers and other users to develop new programming methods.,0.0,0.0,0.0,0.0,0.84375,0.15625
"collaborate with electrical engineers or other personnel to identify, define, or solve developmental problems.",0.0,0.0,0.0,0.0,0.0,1.0
collaborate with engineers or software developers to select appropriate design solutions or ensure the compatibility of system components.,0.2119700748129676,0.2119700748129676,0.30673316708229426,0.0,0.22443890274314215,0.04488778054862843
collaborate with field staff or customers to evaluate or diagnose problems and recommend possible solutions.,0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with general dentists, specialists, and other health professionals to develop solutions to dental and oral health concerns.",0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with graphic artists, editors and writers to produce master copies according to design specifications.",0.0,0.45652173913043476,0.44565217391304346,0.0,0.0,0.09782608695652174
"collaborate with investigators to prepare presentations or reports of clinical study procedures, results, and conclusions.",0.0,0.4,0.5454545454545454,0.0,0.0,0.05454545454545454
collaborate with management or users to develop e-commerce strategies and to integrate these strategies with web sites.,0.0,0.2612137203166227,0.3113456464379947,0.0,0.34300791556728233,0.08443271767810026
collaborate with other astronomers to carry out research projects.,0.0,0.40425531914893614,0.0,0.0,0.0,0.5957446808510638
"collaborate with other authorities on activities such as surveillance, transcription, and research.",0.0,0.0,0.0,0.0,0.0,1.0
collaborate with other health care professionals to develop and revise treatment plans based on identified needs and assessment data.,0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with other managers or staff members to formulate and implement policies, procedures, goals, or objectives.",0.0,0.1390728476821192,0.5298013245033113,0.0,0.16556291390728478,0.16556291390728478
collaborate with other ministry members to establish goals and objectives for religious education programs or to develop ways to encourage program participation.,0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with other personnel to plan and develop recipes or menus, taking into account such factors as seasonal availability of ingredients or the likely number of customers.",0.0,0.0,0.0,0.0,0.0,1.0
collaborate with other professionals to evaluate patients' medical or physical condition and to assess client needs.,0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with other professionals, such as restorative dentists and orthodontists, to plan treatment.",0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with other researchers in the planning, implementation, and evaluation of surveys.",0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with other scientists in the design, development, and testing of experimental, industrial, or medical equipment, instrumentation, and procedures.",0.3717277486910995,0.17801047120418848,0.19895287958115182,0.0,0.17801047120418848,0.07329842931937172
"collaborate with other staff to assist in the development and implementation of goals, objectives, policies, or priorities.",0.0,0.0,0.6344086021505376,0.0,0.0,0.3655913978494624
"collaborate with other teachers and administrators in the development, evaluation, and revision of kindergarten programs.",0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with other teachers and administrators in the development, evaluation, and revision of preschool programs.",0.0,0.2962962962962963,0.5370370370370371,0.0,0.0,0.16666666666666666
collaborate with other teachers and professionals in the development of instructional programs.,0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with other teachers or administrators to develop, evaluate, or revise preschool programs.",0.0,0.0,0.0,0.0,0.0,1.0
collaborate with other writers on specific projects.,0.0,0.0,0.0,0.0,0.0,1.0
collaborate with others in the organization to ensure successful implementation of chosen problem solutions.,0.0,0.0,0.5897435897435898,0.0,0.0,0.41025641025641024
collaborate with others to design or implement interdisciplinary treatment programs.,0.0,0.0,0.52,0.0,0.0,0.48
collaborate with producers to diagnose and prevent management and production problems.,0.0,0.0,0.0,0.0,0.0,1.0
collaborate with representatives from other government and intelligence organizations to share information or coordinate intelligence activities.,0.0,0.44642857142857145,0.0,0.0,0.0,0.5535714285714286
collaborate with research workers in other disciplines.,0.0,0.0,0.0,0.0,0.5106382978723404,0.48936170212765956
"collaborate with sales teams to understand customer requirements, to promote the sale of company products, and to provide sales support.",0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with scientists or engineers to design or conduct experiments for the development of nanotechnology materials, components, devices, or systems.",0.0,0.0,0.0,0.0,0.36363636363636365,0.6363636363636364
collaborate with search engine shopping specialists to place marketing content in desired online locations.,0.0,0.416,0.28,0.0,0.256,0.048
collaborate with senior managers and decision makers to identify and solve a variety of problems and to clarify management objectives.,0.0,0.1978021978021978,0.42857142857142855,0.0,0.1978021978021978,0.17582417582417584
collaborate with software developers in the development and modification of commercial bioinformatics software.,0.10204081632653061,0.10884353741496598,0.0,0.0,0.6258503401360545,0.16326530612244897
"collaborate with staff members to plan or develop programs of events, schedules of activities, or menus.",0.0,0.40540540540540543,0.4864864864864865,0.0,0.0,0.10810810810810811
"collaborate with students, parents, teachers, school administrators, or counselors to determine student needs, develop tutoring plans, or assess student progress.",0.0,0.0,0.0,0.0,0.0,1.0
"collaborate with system architects, software architects, design analysts, and others to understand business or industry requirements.",0.08702010968921389,0.13674588665447898,0.1396709323583181,0.029616087751371114,0.5349177330895796,0.0720292504570384
"collaborate with web, multimedia, or art design staffs to create multimedia web sites or other internet content that conforms to brand and company visual format.",0.0,0.33497536945812806,0.3645320197044335,0.0,0.18719211822660098,0.11330049261083744
"collaborate with writers who create ideas, stories, or captions that are combined with artists' work.",0.0,0.34285714285714286,0.4,0.0,0.0,0.2571428571428571
collect and analyze biological data about relationships among and between organisms and their environment.,0.0,0.0,0.0,0.0,0.0,1.0
"collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",0.064453125,0.369140625,0.361328125,0.0,0.173828125,0.03125
collect and analyze data to compare the environmental implications of economic policy or practice alternatives.,0.0,0.0,0.0,0.0,0.0,1.0
"collect and analyze data to evaluate the effectiveness of academic programs and other services, such as behavioral management systems.",0.0,0.375,0.38333333333333336,0.0,0.0,0.24166666666666667
"collect and analyze security data to determine security needs, security program goals, or program accomplishments.",0.0,0.3153153153153153,0.16216216216216217,0.0,0.42342342342342343,0.0990990990990991
"collect and analyze survey data, regulatory information, and data on demographic and employment trends to forecast enrollment patterns and curriculum change needs.",0.0,0.3018867924528302,0.39622641509433965,0.0,0.0,0.3018867924528302
"collect and analyze survey data, regulatory information, and demographic and employment trends to forecast enrollment patterns and the need for curriculum changes.",0.0,0.375,0.3611111111111111,0.0,0.0,0.2638888888888889
"collect and analyze web metrics, such as visits, time on site, page views per visit, transaction volume and revenue, traffic mix, click-through rates, conversion rates, cost per acquisition, or cost per click.",0.0,0.0,0.0,0.0,0.0,1.0
"collect and deposit money into accounts, disburse funds from cash accounts to pay bills or invoices, keep records of collections and disbursements, and ensure accounts are balanced.",0.0,0.4358974358974359,0.41025641025641024,0.0,0.0,0.15384615384615385
"collect and organize books, pamphlets, manuscripts, and other materials in specific fields, such as rare books, genealogy, or music.",0.0,0.6071428571428571,0.0,0.0,0.0,0.39285714285714285
"collect business intelligence data from available industry reports, public information, field reports, or purchased sources.",0.0,0.47126436781609193,0.3448275862068966,0.0,0.0,0.1839080459770115
"collect data about existing client hardware, software, networking, or key business processes to inform implementation of radio frequency identification device (rfid) technology.",0.0,0.0,0.0,0.0,0.0,1.0
"collect data relating to commercial or residential development, population, or power system interconnection to determine operating efficiency of electrical systems.",0.0,0.27586206896551724,0.25862068965517243,0.0,0.3793103448275862,0.08620689655172414
collect detailed information on individuals for use in biographies.,0.0,0.46511627906976744,0.0,0.0,0.4186046511627907,0.11627906976744186
"collect fees, commissions, or other payments, according to contract terms.",0.0,0.4,0.4,0.0,0.0,0.2
"collect information about clients through interviews, observation, or tests.",0.0,0.34545454545454546,0.0,0.0,0.2909090909090909,0.36363636363636365
"collect information about individuals or clients, using interviews, case histories, observational techniques, and other assessment methods.",0.0,0.0,0.0,0.0,0.5263157894736842,0.47368421052631576
"collect information and make judgments through observation, interviews, and review of documents.",0.0,0.0,0.0,0.0,0.5384615384615384,0.46153846153846156
collect or compile nanotechnology research or engineering data.,0.0,0.0,0.0,0.0,0.0,1.0
"collect samples of materials or products, checking them to ensure conformance to specifications or sending them to laboratories for analysis.",0.0,0.37037037037037035,0.0,0.0,0.4444444444444444,0.18518518518518517
"collect, analyze, and interpret data such as election results and public opinion surveys, reporting on findings, recommendations, and conclusions.",0.0,0.2231404958677686,0.12396694214876033,0.0,0.5661157024793388,0.08677685950413223
"collect, count, and disburse money, do basic bookkeeping, and complete banking transactions.",0.0,0.5625,0.0,0.0,0.0,0.4375
"collect, record, and maintain patient information, such as medical histories, reports, and examination results.",0.0,0.0,0.0,0.0,0.5084745762711864,0.4915254237288136
"collect, record, and maintain patient information, such as medical history, reports, and examination results.",0.0,0.0,0.0,0.0,0.4358974358974359,0.5641025641025641
"collect, synthesize, analyze, manage, and report environmental data, such as pollution emission measurements, atmospheric monitoring measurements, meteorological or mineralogical information, or soil or water samples.",0.0,0.0,0.2647058823529412,0.0,0.35294117647058826,0.38235294117647056
combine secondary data sources with keyword research to more accurately profile and satisfy user intent.,0.0,0.6458333333333334,0.0,0.0,0.0,0.3541666666666667
comfort and reassure patients.,0.0,0.0,0.0,0.0,0.0,1.0
"comment on music and other matters, such as weather or traffic conditions.",0.0,0.0,0.0,0.0,0.0,1.0
"communicate behavioral observations and student progress reports to students, parents, teachers, or administrators.",0.0,0.5058823529411764,0.3764705882352941,0.0,0.0,0.11764705882352941
"communicate client assessment findings and recommendations in oral, written, audio, video, or other forms.",0.0,0.29385964912280704,0.39035087719298245,0.18421052631578946,0.11403508771929824,0.017543859649122806
"communicate examination results or diagnostic information to referring physicians, patients, or families.",0.0,0.14847161572052403,0.0,0.0,0.777292576419214,0.07423580786026202
communicate pathologic findings to surgeons or other physicians.,0.0,0.0,0.0,0.0,0.6216216216216216,0.3783783783783784
"communicate project information through presentations, technical reports or white papers.",0.0,0.0,0.7142857142857143,0.0,0.0,0.2857142857142857
"communicate research findings on various types of diseases to health practitioners, policy makers, and the public.",0.0,0.0,0.0,0.0,0.0,1.0
"communicate research or project results to other professionals or the public or teach related courses, seminars, or workshops.",0.01832460732984293,0.05759162303664921,0.0636998254799302,0.02530541012216405,0.8106457242582897,0.02443280977312391
"communicate research results through conference presentations, scientific publications, or project reports.",0.0,0.10037174721189591,0.08550185873605948,0.0,0.7472118959107806,0.06691449814126393
"communicate scientific or technical information to the public, organizations, or internal audiences through oral briefings, written documents, workshops, conferences, training sessions, or public hearings.",0.0,0.3487394957983193,0.226890756302521,0.0,0.33613445378151263,0.08823529411764706
"communicate security status, updates, and actual or potential problems, using established protocols.",0.0,0.0,0.0,0.0,0.2923076923076923,0.7076923076923077
"communicate students' progress to students, parents or teachers in written progress reports, in person, by phone, or by email.",0.0,0.5053763440860215,0.3817204301075269,0.0,0.0,0.11290322580645161
"communicate test results or technical information to patients, physicians, family members, or researchers.",0.0,0.3645833333333333,0.0,0.0,0.515625,0.11979166666666667
"communicate to faculty, students, or other users availability of, or changes to, distance learning courses or materials, programs, services, or applications.",0.0,0.6551724137931034,0.0,0.0,0.0,0.3448275862068966
communicate traffic and crossing rules and other information to students and adults.,0.0,0.6551724137931034,0.0,0.0,0.0,0.3448275862068966
"communicate with children's parents or guardians about daily activities, behaviors, and related issues.",0.0,0.4523809523809524,0.34523809523809523,0.0,0.0,0.20238095238095238
"communicate with clients to build rapport, acknowledge their progress, or reflect upon their reactions to musical experiences.",0.0,0.2564102564102564,0.0,0.0,0.1794871794871795,0.5641025641025641
"communicate with customers regarding orders, comments, and complaints.",0.0,0.45,0.0,0.0,0.0,0.55
"communicate with customers, competitors, suppliers, professional organizations, or others to stay abreast of industry or business trends.",0.0,0.0,0.0,0.0,0.5535714285714286,0.44642857142857145
"communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",0.0,0.1673913043478261,0.17391304347826086,0.04782608695652174,0.29347826086956524,0.3173913043478261
"communicate with dispatchers by radio, telephone, or computer to exchange information and receive requests for passenger service.",0.0,0.0,0.0,0.0,0.0,1.0
communicate with laboratories or investigators regarding laboratory findings.,0.0,0.0,0.0,0.0,0.5,0.5
communicate with other staff to resolve problems with individual students.,0.0,0.42105263157894735,0.32894736842105265,0.0,0.0,0.25
"communicate with readers, viewers, advertisers, or the general public via mail, email, or telephone.",0.0,0.37037037037037035,0.41975308641975306,0.0,0.0,0.20987654320987653
communicate with regulatory agencies regarding compliance documentation or validation results.,0.0,0.0,0.0,0.0,0.0,1.0
"communicate with telecommunications vendors to obtain pricing and technical specifications for available hardware, software, or services.",0.0,0.0,0.0,0.0,0.5172413793103449,0.4827586206896552
"communicate with vendors to gather information about products, alert them to future needs, resolve problems, or address system maintenance issues.",0.0,0.0,0.0,0.0,0.0,1.0
compare a property with similar properties that have recently sold to determine its competitive market price.,0.0,0.0,0.0,0.0,0.0,1.0
compare findings from one site with archeological data from other sites to find similarities or differences.,0.0,0.0,0.0,0.0,0.0,1.0
compare instrument pitches with tuning tool pitches to tune instruments.,0.0,0.0,0.0,0.0,0.0,1.0
"compare prices, specifications, and delivery dates to determine the best bid among potential suppliers.",0.0,0.0,0.0,0.0,0.0,1.0
compile and analyze accounting records and other data to determine the financial resources required to implement a program.,0.0,0.0,0.4411764705882353,0.0,0.0,0.5588235294117647
compile and analyze data obtained from monitoring or diagnostic tests.,0.08105369807497467,0.3779128672745694,0.12563323201621074,0.06788247213779129,0.3120567375886525,0.03546099290780142
compile and evaluate hydrologic information to prepare navigational charts and maps and to predict atmospheric conditions.,0.0,0.296551724137931,0.1310344827586207,0.0,0.4689655172413793,0.10344827586206896
compile and format image data to increase its usefulness.,0.0,0.569620253164557,0.25316455696202533,0.0,0.0,0.17721518987341772
compile and interpret results of tests and analyses.,0.11813643926788686,0.324459234608985,0.18635607321131448,0.04326123128119801,0.30615640599001664,0.021630615640599003
compile and maintain patients' medical records to document condition and treatment and to provide data for research or cost control and care improvement efforts.,0.0,0.42857142857142855,0.38095238095238093,0.0,0.0,0.19047619047619047
compile and maintain regulatory documentation databases or systems.,0.0,0.0,0.0,0.0,0.0,1.0
"compile and prepare documentation related to production sequences, transportation, personnel schedules, or purchase, maintenance, or repair orders.",0.0,0.0,0.0,0.0,0.0,1.0
compile and prepare reports and documents pertaining to personnel activities.,0.0,0.0,0.0,0.0,0.0,1.0
"compile and record medical charts, reports, or correspondence, using typewriter or personal computer.",0.0,0.5620437956204379,0.35766423357664234,0.0,0.0,0.08029197080291971
"compile and study occupational, educational, and economic information to assist counselees in determining and carrying out vocational and educational objectives.",0.0,0.398876404494382,0.38764044943820225,0.0,0.12359550561797752,0.0898876404494382
"compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",0.02581438229870928,0.3712354025814382,0.3073140749846343,0.015365703749231715,0.26306084818684694,0.017209588199139522
compile bibliographies and prepare abstracts on subjects of interest to particular organizations or groups.,0.0,0.5269709543568465,0.2074688796680498,0.0,0.23236514522821577,0.03319502074688797
compile bibliographies of specialized materials for outside reading assignments.,0.0,0.4791666666666667,0.2743055555555556,0.0,0.1909722222222222,0.05555555555555555
"compile budget data and documents, based on estimated revenues and expenses and previous budgets.",0.0,0.46153846153846156,0.38461538461538464,0.0,0.0,0.15384615384615385
"compile cue words and phrases and cue announcers, cast members, and technicians during performances.",0.0,0.8709677419354839,0.0,0.0,0.0,0.12903225806451613
compile data and create statistical reports on library usage.,0.0,0.6486486486486487,0.0,0.0,0.0,0.35135135135135137
"compile data for use in activities such as gene expression profiling, genome annotation, and structural bioinformatics.",0.0,0.3137254901960784,0.37254901960784315,0.0,0.0,0.3137254901960784
"compile information about flights from flight plans, pilot reports, radar, or observations.",0.0,0.4153846153846154,0.0,0.0,0.35384615384615387,0.23076923076923078
compile information on content and context of information to be translated and on intended audience.,0.0,0.0,0.0,0.0,0.0,1.0
compile information on governmental incentive programs related to the installation of energy or water saving plumbing systems or devices.,0.0,0.3191489361702128,0.0,0.0,0.40425531914893614,0.2765957446808511
compile information or prepare reports on nanotechnology experiments or applications.,0.0,0.39759036144578314,0.3493975903614458,0.0,0.1927710843373494,0.060240963855421686
compile laboratory test data and perform appropriate analyses.,0.15789473684210525,0.39473684210526316,0.3333333333333333,0.0,0.0,0.11403508771929824
compile lists describing product or service offerings.,0.0,0.0,0.0,0.0,0.0,1.0
"compile lists of books, periodicals, articles, and audio-visual materials on particular subjects.",0.0,0.45614035087719296,0.22807017543859648,0.0,0.2736842105263158,0.042105263157894736
"compile medical care and census data for statistical reports on diseases treated, surgery performed, or use of hospital beds.",0.0,0.6956521739130435,0.0,0.0,0.0,0.30434782608695654
compile or develop materials to submit to granting or other funding organizations.,0.0,0.4085155350978136,0.5327963176064442,0.0,0.01726121979286536,0.04142692750287687
"compile reports, charts, or graphs that describe and interpret findings of analyses.",0.026604973973395025,0.4291497975708502,0.2498554077501446,0.03470213996529786,0.24117987275882014,0.01850780798149219
"compile scripts, program notes, and other material related to productions.",0.0,0.46296296296296297,0.30246913580246915,0.0,0.1419753086419753,0.09259259259259259
"compile statistical, financial, accounting, or auditing reports and tables pertaining to such matters as cash receipts, expenditures, accounts payable and receivable, and profits and losses.",0.0,0.4714285714285714,0.2571428571428571,0.0,0.12857142857142856,0.14285714285714285
"compile terminology and information to be used in translations, including technical terms such as those for legal or medical material.",0.0,0.0,0.0,0.0,0.5892857142857143,0.4107142857142857
"compile, administer, and grade examinations or assign this work to others.",0.0,0.5974025974025974,0.0,0.2077922077922078,0.0,0.19480519480519481
"compile, administer, and grade examinations, or assign this work to others.",0.0,0.6058394160583942,0.10802919708029197,0.16642335766423358,0.04671532846715328,0.072992700729927
"compile, analyze, and report data to explain economic phenomena and forecast market trends, applying mathematical models and statistical techniques.",0.04285714285714286,0.21964285714285714,0.2125,0.0,0.48928571428571427,0.03571428571428571
"compile, log, or record testing or operational data for review and further analysis.",0.0,0.5317919075144508,0.17341040462427745,0.0,0.17341040462427745,0.12138728323699421
"compile, record, and code results or data from interview or survey, using computer or specified form.",0.059602649006622516,0.6103752759381899,0.19205298013245034,0.029801324503311258,0.08498896247240618,0.023178807947019868
"compile, record, and evaluate personal and financial data to verify completeness and accuracy, and to determine eligibility status.",0.0,0.0,0.0,0.0,0.0,1.0
"compile, sort and verify the accuracy of data before it is entered.",0.0,0.0,0.0,0.0,0.0,1.0
"complete administrative tasks, such as entering orders into computer, answering telephone calls, or maintaining medical or facility information.",0.0,0.0,0.0,0.0,0.0,1.0
"complete and maintain accurate records or reports regarding the patients' histories and progress, services provided, or other required information.",0.0,0.0,0.0,0.0,0.0,1.0
complete customs paperwork.,0.0,0.0,0.0,0.0,0.0,1.0
complete form letters in response to requests or problems identified by correspondence.,0.0,0.4591439688715953,0.36964980544747084,0.0,0.058365758754863814,0.11284046692607004
complete insurance or other claim forms.,0.0,0.5660377358490566,0.3584905660377358,0.0,0.0,0.07547169811320754
"complete loan applications, including credit analyses and summaries of loan requests, and submit to loan committees for approval.",0.0,0.0,0.0,0.0,0.0,1.0
"complete models and simulations, using manual or automated tools, to analyze or predict system performance under different operating conditions.",0.20527617477328935,0.24237427864798022,0.17477328936521022,0.028029678483099753,0.3231657048639736,0.026380873866446827
"complete work schedules, manage calendars, and arrange appointments.",0.0,0.0,0.0,0.0,0.0,1.0
comply with traffic regulations to operate vehicles in a safe and courteous manner.,0.0,0.0,0.0,0.0,0.0,1.0
compose and edit scripts or provide screenwriters with story outlines from which scripts can be written.,0.0,0.5260545905707196,0.3598014888337469,0.0,0.0,0.1141439205955335
"compose and frame each shot, applying the technical aspects of light, lenses, film, filters, and camera settings to achieve the effects sought by directors.",0.0,0.5142857142857142,0.0,0.0,0.0,0.4857142857142857
"compose business correspondence for supervisors, managers, and professionals.",0.0,0.3728813559322034,0.5322033898305085,0.06779661016949153,0.0,0.02711864406779661
compose correspondence requesting medical information and records.,0.0,0.41935483870967744,0.5161290322580645,0.0,0.0,0.06451612903225806
"compose descriptions of merchandise for posting to online storefront, auction sites, or other shopping web sites.",0.0,0.7213114754098361,0.18688524590163935,0.0,0.05245901639344262,0.03934426229508197
