"occupation_id","task_id","onet_task_id","task_statement","task_family_id","task_type","time_share_prior","value_centrality","bargaining_power_weight","role_criticality","ai_support_observability","source_mix","source_confidence","notes"
"occ_13_1161_00","task_occ_13_1161_00_5444","5444","Develop and implement procedures for identifying advertising needs.","cluster_oversight_strategy","Core","0.0186","0.7424","0.8216","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7065","seeded_from_onet_task_inventory"
"occ_13_1161_00","task_occ_13_1161_00_5445","5445","Direct trained survey interviewers.","cluster_oversight_strategy","Core","0.0222","0.8044","0.8576","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7065","seeded_from_onet_task_inventory"
"occ_13_1161_00","task_occ_13_1161_00_manual_mr_01","manual_mr_01","Define research questions with product, sales, or marketing stakeholders.","cluster_decision_support","Core","0.0829","0.9288","0.8997","core","0.3175","src_manual_role_graph_review_2026_03","0.7065","seeded_from_onet_task_inventory"
"occ_13_1161_00","task_occ_13_1161_00_manual_mr_02","manual_mr_02","Design surveys, interview guides, or test plans for target audiences.","cluster_drafting","Core","0.0828","0.7088","0.5481","core","0.6290","src_manual_role_graph_review_2026_03","0.7835","seeded_from_onet_task_inventory"
"occ_13_1161_00","task_occ_13_1161_00_manual_mr_03","manual_mr_03","Segment audiences and interpret demand, usage, or campaign signals.","cluster_analysis","Core","0.1026","0.8604","0.7096","core","0.4110","src_manual_role_graph_review_2026_03","0.8360","seeded_from_onet_task_inventory"
"occ_13_1161_00","task_occ_13_1161_00_manual_mr_04","manual_mr_04","Translate findings into positioning, messaging, or campaign recommendations.","cluster_decision_support","Core","0.0847","0.9258","0.8980","core","0.3175","src_manual_role_graph_review_2026_03","0.7065","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_01","manual_bo_01","Triage operational requests across teams and assign owners for follow-up.","cluster_coordination","Core","0.0695","0.8320","0.8324","core","0.6000","src_manual_role_graph_review_2026_03","0.7695","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_02","manual_bo_02","Prepare status dashboards, trackers, and exception summaries for leaders.","cluster_documentation","Supplemental","0.0616","0.4408","0.3635","supporting","0.6040","src_manual_role_graph_review_2026_03","0.7190","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_03","manual_bo_03","Investigate process breakdowns and recommend operational fixes.","cluster_analysis","Core","0.0693","0.8258","0.7246","core","0.6410","src_manual_role_graph_review_2026_03","0.7870","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_04","manual_bo_04","Maintain vendor, compliance, or program trackers used by multiple teams.","cluster_workflow_admin","Core","0.0757","0.6224","0.4920","supporting","0.3175","src_manual_role_graph_review_2026_03","0.7065","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_05","manual_bo_05","Support cross-functional rollout plans and follow up on open actions.","cluster_coordination","Core","0.0682","0.8396","0.8368","core","0.6000","src_manual_role_graph_review_2026_03","0.7695","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_06","manual_bo_06","Draft SOP updates and process guidance when workflows change.","cluster_documentation","Supplemental","0.0565","0.4374","0.3615","supporting","0.6040","src_manual_role_graph_review_2026_03","0.7190","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_07","manual_bo_07","Monitor handoffs and escalate unresolved blockers before they delay delivery.","cluster_coordination","Core","0.0669","0.8426","0.8385","core","0.6000","src_manual_role_graph_review_2026_03","0.7695","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_08","manual_bo_08","Reconcile inputs from finance, operations, and customer teams before decisions are made.","cluster_analysis","Core","0.0619","0.7854","0.7011","core","0.6410","src_manual_role_graph_review_2026_03","0.7870","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_09","manual_bo_09","Coordinate vendor onboarding, documentation, and issue follow-up across stakeholders.","cluster_coordination","Core","0.0575","0.7990","0.8132","core","0.6000","src_manual_role_graph_review_2026_03","0.7695","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_10","manual_bo_10","Audit trackers or program records for missing data, exceptions, and overdue items.","cluster_qa_review","Core","0.0623","0.7362","0.6780","core","0.3175","src_manual_role_graph_review_2026_03","0.7065","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_11","manual_bo_11","Prepare decision memos or summaries for operational tradeoffs and escalations.","cluster_decision_support","Core","0.0592","0.8914","0.8916","core","0.6200","src_manual_role_graph_review_2026_03","0.7940","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_12","manual_bo_12","Maintain recurring meeting cadences, agendas, and follow-up logs for operating reviews.","cluster_workflow_admin","Supplemental","0.0646","0.4210","0.3752","supporting","0.3175","src_manual_role_graph_review_2026_03","0.6665","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_13","manual_bo_13","Support invoice, purchasing, or budget coordination for cross-team initiatives.","cluster_execution_routine","Supplemental","0.0571","0.3598","0.3197","optional","0.3175","src_manual_role_graph_review_2026_03","0.6665","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_14","manual_bo_14","Translate policy or compliance changes into operational checklists and workflow updates.","cluster_documentation","Core","0.0558","0.6212","0.4681","supporting","0.6040","src_manual_role_graph_review_2026_03","0.7590","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_15","manual_bo_15","Surface program risks, unresolved dependencies, and decisions needed from leadership.","cluster_decision_support","Core","0.0567","0.8928","0.8924","core","0.6200","src_manual_role_graph_review_2026_03","0.7940","seeded_from_onet_task_inventory"
"occ_13_1199_00","task_occ_13_1199_00_manual_bo_16","manual_bo_16","Coordinate onboarding or enablement tasks when new processes, vendors, or systems launch.","cluster_coordination","Core","0.0573","0.8036","0.8159","core","0.6000","src_manual_role_graph_review_2026_03","0.7695","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21505","21505","Prepare detailed reports on audit findings.","cluster_documentation","Core","0.0243","0.6480","0.5596","supporting","0.0250","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5980","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21506","21506","Report to management about asset utilization and audit results, and recommend changes in operations and financial activities.","cluster_decision_support","Core","0.0240","0.8918","0.8528","core","0.5755","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7765","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21507","21507","Collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies.","cluster_analysis","Core","0.0238","0.7856","0.6402","core","0.3370","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.8360","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21508","21508","Inspect account books and accounting systems for efficiency, effectiveness, and use of accepted accounting procedures to record transactions.","cluster_qa_review","Core","0.0797","0.8528","0.7914","core","0.0055","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5875","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21509","21509","Supervise auditing of establishments, and determine scope of investigation required.","cluster_oversight_strategy","Core","0.0797","0.9800","0.9594","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7065","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21510","21510","Confer with company officials about financial and regulatory matters.","cluster_client_interaction","Core","0.0222","0.8084","0.8401","core","0.5265","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7520","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21511","21511","Examine and evaluate financial and information systems, recommending controls to ensure system reliability and data integrity.","cluster_decision_support","Core","0.0222","0.8484","0.8277","core","0.5755","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7765","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21512","21512","Inspect cash on hand, notes receivable and payable, negotiable securities, and canceled checks to confirm records are accurate.","cluster_qa_review","Core","0.0733","0.8094","0.7663","core","0.0055","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5875","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21513","21513","Examine records and interview workers to ensure recording of transactions and compliance with laws and regulations.","cluster_qa_review","Core","0.0689","0.8030","0.7625","core","0.0055","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5875","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21514","21514","Prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards.","cluster_analysis","Core","0.0219","0.7422","0.6151","core","0.3370","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.8360","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21515","21515","Prepare adjusting journal entries.","cluster_execution_routine","Core","0.0219","0.5422","0.3325","supporting","0.5515","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7870","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21516","21516","Review accounts for discrepancies and reconcile differences.","cluster_qa_review","Core","0.0219","0.7022","0.7041","core","0.0055","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5875","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21517","21517","Establish tables of accounts and assign entries to proper accounts.","cluster_workflow_admin","Core","0.0306","0.6000","0.5238","supporting","0.0075","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5875","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21518","21518","Examine inventory to verify journal and ledger entries.","cluster_qa_review","Core","0.0211","0.6836","0.6933","supporting","0.0055","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5875","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21519","21519","Analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.","cluster_decision_support","Core","0.0205","0.8112","0.8061","core","0.5755","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7765","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21520","21520","Report to management regarding the finances of establishment.","cluster_decision_support","Core","0.0626","0.9088","0.8627","core","0.5755","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7765","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21521","21521","Develop, implement, modify, and document recordkeeping and accounting systems, making use of current computer technology.","cluster_workflow_admin","Core","0.0648","0.6374","0.5455","supporting","0.0075","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5875","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21522","21522","Evaluate taxpayer finances to determine tax liability, using knowledge of interest and discount rates, annuities, valuation of stocks and bonds, and amortization valuation of depletable assets.","cluster_analysis","Core","0.0189","0.6740","0.5755","supporting","0.3370","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.8360","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21523","21523","Examine whether the organization's objectives are reflected in its management activities, and whether employees understand the objectives.","cluster_qa_review","Core","0.0181","0.6154","0.6537","supporting","0.0055","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5875","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21524","21524","Audit payroll and personnel records to determine unemployment insurance premiums, workers' compensation coverage, liabilities, and compliance with tax laws.","cluster_qa_review","Core","0.0168","0.5844","0.6358","supporting","0.0055","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5875","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21525","21525","Review taxpayer accounts, and conduct audits on-site, by correspondence, or by summoning taxpayer to office.","cluster_qa_review","Supplemental","0.0216","0.5260","0.6019","supporting","0.0055","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5475","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21526","21526","Compute taxes owed and prepare tax returns, ensuring compliance with payment, reporting, or other tax requirements.","cluster_execution_routine","Supplemental","0.0211","0.3536","0.2231","optional","0.5515","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7470","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21527","21527","Advise clients in areas such as compensation, employee health care benefits, the design of accounting or data processing systems, or long-range tax or estate plans.","cluster_client_interaction","Supplemental","0.0211","0.6136","0.7271","core","0.5265","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7120","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21529","21529","Direct activities of personnel engaged in filing, recording, compiling, and transmitting financial records.","cluster_oversight_strategy","Supplemental","0.0189","0.6840","0.7877","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6665","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21530","21530","Conduct pre-implementation audits to determine if systems and programs under development will work as planned.","cluster_qa_review","Supplemental","0.0181","0.4454","0.5551","supporting","0.0055","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5475","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21531","21531","Develop, maintain, or analyze budgets, preparing periodic reports that compare budgeted costs to actual costs.","cluster_analysis","n/a","0.0405","0.5720","0.5164","supporting","0.3370","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7960","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21532","21532","Prepare, analyze, or verify annual reports, financial statements, and other records, using accepted accounting and statistical procedures to assess financial condition and facilitate financial planning.","cluster_documentation","n/a","0.0405","0.4220","0.4286","supporting","0.0250","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5580","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21533","21533","Process invoices for payment.","cluster_execution_routine","n/a","0.0405","0.3720","0.2338","optional","0.5515","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7470","seeded_from_onet_task_inventory"
"occ_13_2011_00","task_occ_13_2011_00_21534","21534","Review data about material assets, net worth, liabilities, capital stock, surplus, income, or expenditures.","cluster_analysis","n/a","0.0405","0.5720","0.5164","supporting","0.3370","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7960","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21579","21579","Advise clients on aspects of capitalization, such as amounts, sources, or timing.","cluster_client_interaction","n/a","0.0385","0.6320","0.6976","supporting","0.2080","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5985","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21580","21580","Analyze financial or operational performance of companies facing financial difficulties to identify or recommend remedies.","cluster_analysis","n/a","0.0385","0.5720","0.5684","supporting","0.1945","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5490","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21581","21581","Assess companies as investments for clients by examining company facilities.","cluster_client_interaction","n/a","0.0385","0.6320","0.6976","supporting","0.2080","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5805","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21582","21582","Collaborate on projects with other professionals, such as lawyers, accountants, or public relations experts.","cluster_analysis","n/a","0.0385","0.5720","0.5684","supporting","0.1945","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4950","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21583","21583","Collaborate with investment bankers to attract new corporate clients.","cluster_client_interaction","n/a","0.0385","0.6320","0.6976","supporting","0.2080","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5805","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21584","21584","Conduct financial analyses related to investments in green construction or green retrofitting projects.","cluster_analysis","n/a","0.0385","0.5720","0.5684","supporting","0.1945","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5490","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21585","21585","Confer with clients to restructure debt, refinance debt, or raise new debt.","cluster_client_interaction","n/a","0.0385","0.6320","0.6976","supporting","0.2080","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5805","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21586","21586","Create client presentations of plan details.","cluster_client_interaction","n/a","0.0385","0.6320","0.6976","supporting","0.2080","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6075","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21587","21587","Determine the prices at which securities should be syndicated and offered to the public.","cluster_analysis","n/a","0.0385","0.5720","0.5684","supporting","0.1945","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4950","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21588","21588","Develop and maintain client relationships.","cluster_client_interaction","n/a","0.0385","0.6320","0.6976","supporting","0.2080","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5805","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21589","21589","Draw charts and graphs, using computer spreadsheets, to illustrate technical reports.","cluster_documentation","n/a","0.0385","0.4220","0.4306","supporting","0.0075","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3360","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21590","21590","Employ financial models to develop solutions to financial problems or to assess the financial or capital impact of transactions.","cluster_drafting","n/a","0.0385","0.4720","0.5096","supporting","0.0075","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3405","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21591","21591","Evaluate and compare the relative quality of various securities in a given industry.","cluster_analysis","n/a","0.0385","0.5720","0.5684","supporting","0.1945","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5400","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21592","21592","Evaluate capital needs of clients and assess market conditions to inform structuring of financial packages.","cluster_analysis","n/a","0.0385","0.5720","0.5684","supporting","0.1945","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5805","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21593","21593","Inform investment decisions by analyzing financial information to forecast business, industry, or economic conditions.","cluster_analysis","n/a","0.0385","0.5720","0.5684","supporting","0.1945","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5490","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21594","21594","Interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs.","cluster_analysis","n/a","0.0385","0.5720","0.5684","supporting","0.1945","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5310","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21595","21595","Monitor developments in the fields of industrial technology, business, finance, and economic theory.","cluster_drafting","n/a","0.0385","0.4720","0.5096","supporting","0.0075","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3405","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21596","21596","Monitor fundamental economic, industrial, and corporate developments by analyzing information from financial publications and services, investment banking firms, government agencies, trade publications, company sources, or personal interviews.","cluster_analysis","n/a","0.0385","0.5720","0.5684","supporting","0.1945","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5490","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21597","21597","Perform securities valuation or pricing.","cluster_analysis","n/a","0.0385","0.5720","0.5684","supporting","0.1945","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4950","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21598","21598","Prepare all materials for transactions or execution of deals.","cluster_drafting","n/a","0.0385","0.4720","0.5096","supporting","0.0075","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3180","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21599","21599","Prepare plans of action for investment, using financial analyses.","cluster_analysis","n/a","0.0385","0.5720","0.5684","supporting","0.1945","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5490","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21600","21600","Present oral or written reports on general economic trends, individual corporations, and entire industries.","cluster_documentation","n/a","0.0385","0.4220","0.4306","supporting","0.0075","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3360","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21601","21601","Purchase investments for companies in accordance with company policy.","cluster_oversight_strategy","n/a","0.0385","0.7520","0.8272","core","0.3175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4550","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21602","21602","Recommend investments and investment timing to companies, investment firm staff, or the public.","cluster_decision_support","n/a","0.0385","0.6720","0.7956","core","0.0020","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3495","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21603","21603","Specialize in green financial instruments, such as socially responsible mutual funds or exchange-traded funds (ETF) that are comprised of green companies.","cluster_analysis","n/a","0.0385","0.5720","0.5684","supporting","0.1945","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4950","seeded_from_onet_task_inventory"
"occ_13_2051_00","task_occ_13_2051_00_21604","21604","Supervise, train, or mentor junior team members.","cluster_analysis","n/a","0.0385","0.5720","0.5684","supporting","0.1945","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4950","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_20950","20950","Troubleshoot program and system malfunctions to restore normal functioning.","cluster_drafting","Core","0.1138","0.8022","0.6219","core","0.4555","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6330","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3464","3464","Provide staff and users with assistance solving computer-related problems, such as malfunctions and program problems.","cluster_drafting","Core","0.1068","0.7712","0.6039","core","0.4555","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6330","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3465","3465","Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems.","cluster_coordination","Core","0.1054","0.9050","0.8977","core","0.0430","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4175","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3466","3466","Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology.","cluster_execution_routine","Core","0.0955","0.6216","0.5021","supporting","0.1940","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4970","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3467","3467","Confer with clients regarding the nature of the information processing or computation needs a computer program is to address.","cluster_execution_routine","Core","0.0146","0.3624","0.3518","supporting","0.1940","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4970","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3468","3468","Coordinate and link the computer systems within an organization to increase compatibility so that information can be shared.","cluster_coordination","Core","0.0504","0.7910","0.8316","core","0.0430","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4175","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3469","3469","Consult with management to ensure agreement on system principles.","cluster_oversight_strategy","Core","0.0180","0.8168","0.8705","core","0.5985","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5440","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3470","3470","Expand or modify system to serve new purposes or improve work flow.","cluster_drafting","Core","0.0174","0.5244","0.4608","supporting","0.4555","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6330","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3471","3471","Interview or survey workers, observe job performance, or perform the job to determine what information is processed and how it is processed.","cluster_execution_routine","Supplemental","0.0171","0.2594","0.2921","optional","0.1940","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4570","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3472","3472","Determine computer software or hardware needed to set up or alter systems.","cluster_drafting","Core","0.0163","0.5092","0.4519","supporting","0.4555","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6330","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3473","3473","Train staff and users to work with computer systems and programs.","cluster_drafting","Core","0.0171","0.5182","0.4572","supporting","0.4555","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6330","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3474","3474","Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering.","cluster_decision_support","Core","0.0913","0.9030","0.9285","core","0.0175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4010","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3475","3475","Assess the usefulness of pre-developed application packages and adapt them to a user environment.","cluster_drafting","Core","0.0163","0.5156","0.4556","supporting","0.4555","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6825","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3476","3476","Define the goals of the system and devise flow charts and diagrams describing logical operational steps of programs.","cluster_drafting","Core","0.0146","0.4624","0.4248","supporting","0.4555","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6330","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3477","3477","Develop, document, and revise system design procedures, test procedures, and quality standards.","cluster_drafting","Core","0.0155","0.4810","0.4356","supporting","0.4555","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.7230","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3478","3478","Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes.","cluster_qa_review","Supplemental","0.0913","0.5930","0.6125","supporting","0.2520","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.4965","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3479","3479","Recommend new equipment or software packages.","cluster_decision_support","Core","0.0149","0.6686","0.7926","core","0.0175","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.3920","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3480","3480","Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements.","cluster_drafting","Core","0.0155","0.4810","0.4356","supporting","0.4555","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6825","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3481","3481","Supervise computer programmers or other systems analysts or serve as project leaders for particular systems projects.","cluster_analysis","Supplemental","0.0480","0.5332","0.6083","supporting","0.4630","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.5875","seeded_from_onet_task_inventory"
"occ_15_1211_00","task_occ_15_1211_00_3482","3482","Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems.","cluster_analysis","Core","0.0873","0.8332","0.7823","core","0.4630","src_onet_30_1|src_v2_role_graph_seed_2026_03","0.6275","seeded_from_onet_task_inventory"
